speech_id,date,speaker,party_ref,temporal_grammar_code,symbolic_work_code,temporal_grammar_sentences_n,symbolic_work_sentences_n,temporal_grammar_sentences,symbolic_work_sentences,temporal_grammar_sentences_en,symbolic_work_sentences_en
nl.proc.sgd.d.198219830000746.4.18.7,1983-02-09,van der Hek,nl.p.pvda,TG3,SW2,2,1,"Om legendevorming te voorkomen wijs ik er echter op, dat niemand een pleidooi heeft gehouden voor handhaving van de grote scheepsbouw. || Precies, en toen ging het nog voortreffelijk met de Oost-Indische Compagnie.",De Minister heeft toen de ROS niet opgericht.,"To prevent the creation of legends, I would like to point out that no one has advocated for the maintenance of large shipbuilding. || Exactly, and then it was still going excellently with the East India Company.",The Minister did not establish the ROS at that time.
nl.proc.sgd.d.198219830000822.2.14.1,1983-02-21,Konings,nl.p.pvda,TG1,SW1,2,2,"Vele schilderijen uit de Gouden Eeuw laten ons zien, dat ook toen al de oester een gewaardeerde delicatesse was. || Omdat deze cultuur zich daar nog bevindt, moet zich daar in de loop der generaties een grote kennis van zaken hebben opgebouwd.","Kan de Minister van Landbouw verzekeren, dat alvorens de blokkendam word t gesloten, het oppervlak van de Oosterschelde de kleinst geplande oppervlakte bereikt heeft? || Is het beleid erop gericht te komen tot volledige onafhankelijkheid van importen van oesterbroed en daarmee van mee geïmporteerde ziekten?","Many paintings from the Golden Age show us that even back then, oysters were a valued delicacy. || Because this culture still exists there, a great deal of expertise must have been built up over the generations.","Can the Minister of Agriculture assure that before the closure of the dam, the surface area of the Oosterschelde has reached the smallest planned area? || Is the policy aimed at achieving complete independence from imports of oyster larvae and thus from co-imported diseases?"
nl.proc.sgd.d.198219830000752.3.7.3,1983-02-23,Gualthérie van Weezel,nl.p.cda,TG1,SW2,3,2,"Die banden gaan tot de zeventiende eeuw terug ! Sterker nog, het is niet uitgesloten dat Marokko het eerste land is dat aan het Haagse hof geaccrediteerd is geweest. || Sterker nog, het is niet uitgesloten dat Marokko het eerste land is dat aan het Haagse hof geaccrediteerd is geweest. || Die banden gaan tot de zeventiende eeuw terug !","Ik vraag mij in dit verband af, of de door de heer Van der Spek gevolgde procedure geen novum vorm t in de parlementaire geschiedenis. || Ik vraag mij ook af, in hoeverre het optreden van de heer Van der Spek niet contra-produktief is.","Those ties date back to the seventeenth century! In fact, it is not excluded that Morocco was the first country to be accredited at the Hague court. || In fact, it is not excluded that Morocco was the first country to be accredited by the Hague court. || Those bands date back to the seventeenth century!","In this context, I wonder whether the procedure followed by Mr. Van der Spek constitutes a novelty in parliamentary history. || I also wonder to what extent Mr. Van der Spek's actions are counterproductive."
nl.proc.sgd.d.198219830000771.3.3.2,1983-04-21,Beinema,nl.p.cda,TG3,SW1,2,2,In de 16e en 17e eeuw werd immers menigeen hoogleraar en hij bereikte daarmee de laatste fase van een wetenschappelijke loopbaan op een leeftijd waarop men in onze eeuw de eerste fase van het wetenschappelijk onderwijs nauwelijks of niet voltooid kan hebben. || Zowel de ingewikkeldheid van de wetenschap als de hoogte van de gemiddelde leeftijd zijn in de loop van de 19e en 20e eeuw danig toegenomen.,Eén van de te verwachten effecten van de invoering van het aan de orde zijnde wetsontwerp zal enige verhoging van de mobiliteit zijn. || Wij zien dat als een pluspunt.,"In the 16th and 17th centuries, many became professors, reaching the final stage of an academic career at an age when in our century, one can hardly or not at all have completed the first stage of scientific education. || Both the complexity of science and the average life expectancy have significantly increased during the 19th and 20th centuries.",One of the expected effects of the introduction of the proposed legislation will be a slight increase in mobility. || We see that as a positive.
nl.proc.sgd.d.198319840000888.2.11.18,1983-11-23,Brokx,,TG1,SW1,1,3,"Ik denk niet aan degenen, die vallen binnen de hoogste inkomensgroepen, want het is al eeuwenlang een gegeven, dat degenen die het meeste verdienen de stad ontvluchten.","Een stad kan niet alleen leven met de laagst betaalden. || Van betekenis is, dat ook mensen, die vallen in de middelbare-inkomensgroepen, in de stad blijven wonen, respectievelijk komen te wonen. || Ik denk niet aan degenen, die vallen binnen de hoogste inkomensgroepen, want het is al eeuwenlang een gegeven, dat degenen die het meeste verdienen de stad ontvluchten.","I don't think about those who fall within the highest income groups, because it has been a given for centuries that those who earn the most flee the city.","A city cannot survive on the lowest paid alone. || It is significant that people who fall into the middle-income groups also continue to live in the city or move there. || I don't think about those who fall within the highest income groups, because it has been a given for centuries that those who earn the most flee the city."
nl.proc.sgd.d.198319840000028.6.15.1,1984-05-01,Verbeek,nl.p.vvd,TG2,SW1,2,1,"De economische prestatie in ons land in de afgelopen tien jaar bleef ver beneden het niveau van wat nu 'de gouden eeuw van stabiliteit en groei' van de jaren vijftig en zestig blijkt te zijn geweest. || Zelfs indien ook rekening wordt gehouden met andere factoren die een druk teweegbrengen tot structurele aanpassing, zoals vraagverschuivingen, veranderingen in de omvang en samenstelling van het arbeidsmarktpotentieel, de introductie van nieuwe technologieën, stringentere milieu-eisen en nieuwe patronen in de internationale handel en kapitaalstromen, dan nog zou een goed functionerende markteconomie tegen zulke uitdagingen opgewassen moeten zijn.","Slechts door het beleid conform de in het regeerakkoord vastgelegde en in de Miljoenennota uitgewerkte meerjarenbasis vorm te geven, kan er weer een stevig fundament worden gelegd onder onze economie en kan zowel nationaal als internationaal het vertrouwen in het ondernemingsklimaat in ons land worden hersteld.","The economic performance in our country over the past ten years has remained far below the level of what has now proven to be 'the golden age of stability and growth' of the 1950s and 1960s. || Even if other factors that create pressure for structural adjustment are taken into account, such as shifts in demand, changes in the size and composition of the labor market potential, the introduction of new technologies, stricter environmental requirements, and new patterns in international trade and capital flows, a well-functioning market economy should still be able to cope with such challenges.","Only by implementing the policy in accordance with the multi-year framework established in the coalition agreement and detailed in the Budget Memorandum can a solid foundation be laid for our economy, and both nationally and internationally, trust in the business climate in our country can be restored."
nl.proc.sgd.d.198319840000836.4.3.1,1984-05-16,van Rossum,nl.p.sgp,TG1,SW1,2,2,In 1658 had Blokzijl 160 grote schepen voor de afvoer van turf over de Zuiderzee naar Holland. || De haven maakt ook terecht deel uit van een beschermd dorpsgezicht en daardoor mogen er geen ingrijpende wijzigingen plaatshebben.,"Mag worden gerekend op steun van Monumentenzorg, als aan die kaden wel wat nodig is, of moet het uit een andere pot komen? || Afgezien van de lange golfbeweging van het steeds weer naar de éne of naar de andere zijde overdragen, komt de vraag op, of dat nu zo fragmentarisch moet of dat men deze overdrachten in een algemene filosofie, zoals ook in 1821 is geschied, in breder verband dient te bezien.","In 1658, Blokzijl had 160 large ships for transporting peat across the Zuiderzee to Holland. || The harbor is rightly part of a protected village view, and therefore no significant changes are allowed.","Can we count on support from Heritage Conservation if something is needed for those quays, or does it have to come from another source? || Aside from the long wave movement of repeatedly transferring to one side or the other, the question arises whether this needs to be so fragmented or if these transfers should be viewed in a broader context within a general philosophy, as was done in 1821."
nl.proc.sgd.d.198319840000842.7.9.1,1984-05-30,van Rossum,nl.p.sgp,TG3,SW1,2,5,De historie voert ons terug tot de tijd van de Verenigde Oostindische Compagnie. Het reglement vertoont daar duidelijk de sporen van. || Het reglement stamt dus zelfs nog uit de tijd van de Oostindische Compagnie en is naderhand voor de Westindische Compagnie overgenomen.,"Er zijn namelijk nogal wat punten die voor vernieuwing in aanmerking komen. || Dank aan de minister voor de beantwoording. || De minister heeft duidelijk uiteengezet || Op de periode van vijf jaar behoef ik nauwelijks meer terug te komen, omdat de minister zeer duidelijke toezeggingen gedaan heeft. || Een en ander is later weer door de Tweede Kamer met de minister van Koloniën besproken.",The history takes us back to the time of the Dutch East India Company. The regulations clearly show traces of that. || The regulations date back to the time of the Dutch East India Company and were later adopted for the Dutch West India Company.,"There are quite a few points that are eligible for renewal. || Thank you to the minister for the response. || The minister has clearly outlined. || In the five-year period, I hardly need to come back, as the minister has made very clear commitments. || Some matters were later discussed again by the House of Representatives with the Minister of Colonies."
nl.proc.sgd.d.198419850001034.2.25.1,1984-11-19,Eshuis,nl.p.cpn,TG3,SW4,2,2,"Bestond er tot in de zeventiende eeuw niet het 'tuchtigingsrecht' voor de man? || Het voornemen van de regering om de beperking te laten vervallen, dat verkrachting alleen buiten de echt strafbaar is, betekent dat wordt afgerekend met een aspect van de hoofdregel van dat huwelijksrecht, namelijk dat de man het hoofd van de echtvereniging was.","Es huis Voor ons als medewetgever is het interessant om vast te stellen, dat de wetgever heel lang die maatschappelijke structuren heeft vastgelegd, en daarmee 'aanleiding heeft gegeven' tot seksueel geweld, namelijk via het huwelijksrecht. || Ik kom nog even terug op dat verschrikkelijke huwelijksrecht, in het bijzonder op de rechten op seksueel verkeer.","Did the 'right to discipline' for men not exist until the seventeenth century? || The government's intention to lift the restriction that rape is only punishable outside of marriage means that an aspect of the main principle of marital law is being addressed, namely that the man was the head of the marital union.","As co-legislators, it is interesting for us to note that the legislator has long enshrined those social structures, thereby 'giving rise' to sexual violence, namely through marriage law. || I want to return to that terrible marriage law, particularly regarding the rights to sexual relations."
nl.proc.sgd.d.198419850000960.4.15.3,1985-02-27,Eshuis,nl.p.cpn,TG3,SW2,1,2,"Een staatsgodsdienst kennen wij niet in Nederland, de Tachtigjarige oorlog is lang geleden en er is wel een Statenbijbel, maar geen staatsbijbel.","Waarop baseert het kabinet zijn moraal? || Een staatsgodsdienst kennen wij niet in Nederland, de Tachtigjarige oorlog is lang geleden en er is wel een Statenbijbel, maar geen staatsbijbel.","We do not have a state religion in the Netherlands, the Eighty Years' War was a long time ago, and there is a States Bible, but no state Bible.","On what does the cabinet base its morality? || We do not have a state religion in the Netherlands, the Eighty Years' War was a long time ago, and there is a States Bible, but no state Bible."
nl.proc.sgd.d.198419850000960.4.16.1,1985-02-27,Janmaat,nl.p.cd,TG1,SW1,1,2,In het begin van de zeventiende eeuw schreef Geeraardt Brandt: van dien eedelen Schrijver en zyne schriften;,"Als wij dit lezen en wij horen de veelvuldige kritiek op de schrijver, die vandaag ter discussie staat, meen ik dat die prijs voor deze gelegenheid een andere naam moet krijgen. || Ik onderschrijf het beleid van de minister volledig.","At the beginning of the seventeenth century, Geeraardt Brandt wrote: about that noble writer and his writings;","As we read this and hear the numerous criticisms of the writer currently under discussion, I believe that the award for this occasion should be given a different name. || I fully endorse the minister's policy."
nl.proc.sgd.d.198419850000962.12.11.1,1985-03-05,Schutte,nl.p.gpv,TG1,SW1,1,2,Enigszins spectaculair was wellicht de januari-reis van de minister naar China waar hij zich met het nodige historische besef presenteerde als een nazaat van onze 17de-eeuwse 'roodharige barbaren'.,"Ik herinner de minister aan deze uitspraak om hem eens de vraag voor te houden in hoeverre hij het tot zijn taak rekent, zich in te zetten voor de eer van Nederland in de internationale staten-samenleving. || Was dit nu echter niet bij uitstek een taak van de minister van Buitenlandse Zaken?","Somewhat spectacular was perhaps the minister's trip to China in January, where he presented himself with a sense of historical awareness as a descendant of our 17th-century 'red-haired barbarians'.","I remind the minister of this statement to pose the question to him to what extent he considers it his duty to advocate for the honor of the Netherlands in the international community of states. || Was this not, in fact, a task that was particularly suited for the Minister of Foreign Affairs?"
nl.proc.sgd.d.198419850001005.3.12.1,1985-08-27,van Eekelen,,TG1,SW1,8,2,"Vervolgens zijn er landen waarvan een belangrijk deel van hun bevolking in Nederland leeft. || Na de Turkse bevolkingsgroep is de groep Marokkanen de grootste in Nederland. || 000 Marokkanen in Nederland woonachtig. || Te zamen vormen zij ongeveer 20% van de in Nederland wonende buitenlanders. || Wij vinden dat Nederland hierbij niet mag achterblijven. || Het beleid dat wordt gevoerd om de culturele betrekkingen te versterken met landen waaruit in Nederland woonachtige culturele minderheden afkomstig zijn, is dan opnieuw bepalend. || Naar aanleiding van een opmerking van de heer Van der Vlies kan ik dan ook meedelen dat er zowel op cultureel als op wetenschappelijk gebied in Nederland een toenemende belangstelling voor de Arabische wereld is te constateren. || Dit is echter een algemeen aanvaarde ontwikkeling, die aanvankelijk is begonnen bij de Unesco en die internationaal, ook in Nederland, ingang heeft gevonden.",Om die reden is de totstandkoming van een culturele overeenkomst met Marokko opportuun. || Daarom benadruk ik nog eens dat het hier niet gaat om een 'aangekleed' onderwijsakkoord.,"There are also countries where a significant part of their population lives in the Netherlands. || After the Turkish population group, the Moroccan group is the largest in the Netherlands. || 000 Moroccans living in the Netherlands. || Together, they make up about 20% of the foreigners living in the Netherlands. || We believe that the Netherlands should not lag behind in this. || The policy being implemented to strengthen cultural relations with countries from which cultural minorities residing in the Netherlands originate is once again decisive. || In response to a comment from Mr. Van der Vlies, I can also report that there is an increasing interest in the Arab world in the Netherlands, both culturally and scientifically. || This is, however, a generally accepted development that initially started with UNESCO and has gained traction internationally, including in the Netherlands.","For that reason, the establishment of a cultural agreement with Morocco is timely. || Therefore, I want to emphasize once again that this is not about a 'dressed-up' education agreement."
nl.proc.sgd.d.198419850001005.3.18.1,1985-08-27,Schutte,nl.p.gpv,TG1,SW1,2,2,"Ik vind het prettig te vernemen dat de belangstelling voor Michiel Adriaanszoon de Ruyter ook nu kennelijk aanwezig is in Marokko. || Ik hoop dat daarmee een toenemend begrip in Marokko gepaard gaat voor de relatie die in de 1 7e eeuw en ook nu nog in Nederland bestond en bestaat tussen cultuur en christendom, zodat de nazaten van maraboet Sidi Ali ben Mohammed ben Moussa minder vreemd aankijken tegen de christenen dan de maraboet tegen Michiel Adriaanszoon de Ruyter.","Wat is nu voor de Marokkaanse overheid de drijfveer, de noodzaak om een bepaling zoals nu in artikel 5 staat, zo ruim geformuleerd, met althans in theorie zo veel mogelijkheden, aan Nederland voor te stellen en wat is het argument voor de Nederlandse regering geweest een dergelijke ruime formulering de accepteren? || In mijn eerste termijn heb ik gepoogd duidelijk te maken dat mijn moeite zich vooral toespitst op het feit van dit verdrag, en met name op de tekst van artikel 5, een tekst waarover ook de heer Van Ooijen vragen heeft gesteld die grotendeels parallel liepen aan mijn vragen.","I am pleased to hear that there is still interest in Michiel Adriaanszoon de Ruyter in Morocco. || I hope that this will lead to an increasing understanding in Morocco of the relationship that existed and still exists in the Netherlands between culture and Christianity, so that the descendants of the marabout Sidi Ali ben Mohammed ben Moussa view Christians with less suspicion than the marabout did towards Michiel Adriaanszoon de Ruyter.","What is the motivation for the Moroccan government to propose a provision like the one currently stated in Article 5, formulated so broadly, with theoretically so many possibilities, to the Netherlands, and what argument led the Dutch government to accept such a broad formulation? || In my first term, I tried to make it clear that my concerns mainly focus on the fact of this treaty, and specifically on the text of Article 5, a text about which Mr. Van Ooijen also raised questions that largely paralleled mine."
nl.proc.sgd.d.198419850001005.3.6.1,1985-08-27,Schutte,nl.p.gpv,TG1,SW1,2,2,"Tussen Nederland en Marokko bestaan reeds eeuwenlang diplomatieke contacten. || Reeds in het begin van de zeventiende eeuw was er een levendige handel tussen Nederland en Marokko, waarbij de keizers van Marokko zich via Joodse kooplieden in de Republiek lieten vertegenwoordigen.",Ik wil voorop stellen dat een cuitureel verdrag met Marokko onze positieve benadering verdient. || Waardering voor geschiedkundige feiten uit een ver verleden behoeft ons evenwel niet de kritische zin voor nieuwe betrekkingen in het heden te doen verliezen.,"Diplomatic relations between the Netherlands and Morocco have existed for centuries. || Already in the early seventeenth century, there was a lively trade between the Netherlands and Morocco, with the emperors of Morocco being represented in the Republic by Jewish merchants.",I want to emphasize that a cultural treaty with Morocco deserves our positive approach. || Appreciation for historical facts from a distant past should not cause us to lose our critical sense for new relationships in the present.
nl.proc.sgd.d.198519860000865.2.2.1,1985-10-28,Niessen,nl.p.pvda,TG1,SW1,3,2,"Daarmee zouden wij tevens weer aansluiting vinden bij de allerslechtste elementen in het beeld dat eeuwenlang van de Hollanders in het buitenland heeft bestaan. || Zojuist sprak ik over de negatieve kanten van het beeld dat eeuwenlang van de Hollander in het buitenland bestond. || Sir William Temple, in de zeventiende eeuw Engels ambassadeur in Den Haag, schreef in een befaamd boek dat bij ons 'voordeel meer gezocht is dan eer'.","Wij gaan echter volstrekt de verkeerde kant op, wanneer deze kop in Export Magazine, 'Economie en cultuur straks twee-eenheid', de trend wordt in onze internationale culturele betrekkingen. || Daarom zeg ik tot de regering: verval niet in historische fouten en voorkom vooral, dat Nederland zich tot de risee van de internationale culturele betrekkingen maakt in een poging, kikker en nachtegaal in een duet te doen optreden.","This would also reconnect us with the very worst elements of the image that has existed of the Dutch abroad for centuries. || I just talked about the negative aspects of the image that has existed of the Dutch abroad for centuries. || Sir William Temple, the English ambassador in The Hague in the seventeenth century, wrote in a famous book that 'more advantage is sought than honor' among us.","However, we are completely heading in the wrong direction when this headline in Export Magazine, 'Economy and culture soon to be a unity', becomes the trend in our international cultural relations. || Therefore, I say to the government: do not fall into historical mistakes and, above all, prevent the Netherlands from becoming the laughingstock of international cultural relations in an attempt to make a frog and a nightingale perform in a duet."
nl.proc.sgd.d.198519860000775.8.8.1,1985-10-29,van Iersel,nl.p.cda,TG1,SW1,2,2,"Opmerkelijk is, dat beide landen, in strijd gewikkeld, in dezelfde periode hun gouden eeuw hebben gekend. || Het gaat om een herijking van een historische verhouding en het is een uiting van gemeenschappelijke solidariteit.","Alvorens nader op de historische, politieke en economische betekenis van deze toetreding in te gaan, wil ik namens de fractie van het CDA gaarne tegenover deze Kamer en tegenover de regering verklaren dat het CDA instemt met deze toetreding en Spanje en Portugal van harte verwelkomt in onze Europese Gemeenschap. || Met de uitbreiding van de Europese Gemeenschap met het Iberisch schiereiland gaat de Gemeenschap in een aantal opzichten een nieuw stadium in.","It is remarkable that both countries, involved in conflict, experienced their golden age during the same period. || It is about a recalibration of a historical relationship and is an expression of shared solidarity.","Before delving into the historical, political, and economic significance of this accession, I would like to express, on behalf of the CDA faction, our agreement with this accession and warmly welcome Spain and Portugal to our European Community. || With the expansion of the European Community to include the Iberian Peninsula, the Community is entering a new phase in several respects."
nl.proc.sgd.d.198519860000868.2.10.1,1985-11-04,van Aardenne,,TG3,SW1,1,1,"Ik vrees dat wij dan ongeveer terug zouden zijn in de zeventiende eeuw, met een sterke samenballing in het westen van het land.","Als elke provincie en misschien nog wel kleinere eenheden, dus elke gemeente, een eigen industriebeleid zouden gaan voeren, zou het eindresultaat niet erg gunstig zijn, niet alleen voor ons land maar vooral niet voor de zwakke regio's.","I fear that we would then be roughly back in the seventeenth century, with a strong concentration in the western part of the country.","If every province and perhaps even smaller units, such as each municipality, were to implement their own industrial policy, the end result would not be very favorable, not only for our country but especially not for the weaker regions."
nl.proc.sgd.d.198519860000868.2.17.1,1985-11-04,Lankhorst,nl.p.ppr,TG4,SW2,3,2,"'Terug naar de zeventiende eeuw', noemt de minister dat. Afgezien van het feit dat de zeventiende eeuw de Gouden Eeuw was || Afgezien van het feit dat de zeventiende eeuw de Gouden Eeuw was || 'Terug naar de zeventiende eeuw', noemt de minister dat.",Het is daarom teleurstellend dat dit zozeer door de minister van Economische Zaken wordt afgewezen. || Afgezien van het feit dat de zeventiende eeuw de Gouden Eeuw was,"""Back to the seventeenth century,"" the minister calls it. Aside from the fact that the seventeenth century was the Golden Age. || Aside from the fact that the seventeenth century was the Golden Age || ""Back to the seventeenth century,"" the minister calls it.",It is therefore disappointing that this is so strongly rejected by the Minister of Economic Affairs. || Aside from the fact that the seventeenth century was the Golden Age
nl.proc.sgd.d.198519860000868.2.35.20,1985-11-04,van Aardenne,,TG3,SW1,3,2,"Ik wil niet naar deze situatie toe, maar ben er voorstander van, Nederland als eenheid te bezien en dan zijn er grenzen aan de decentralisatie. || Dan zitten wij in een verbrokkelde situatie en Nederland is al een klein land. || Dan zitten wij in de Zeven Verenigde Nederlanden.","Ik wil niet naar deze situatie toe, maar ben er voorstander van, Nederland als eenheid te bezien en dan zijn er grenzen aan de decentralisatie. || Als de provincies inderdaad zouden uitmaken welke kernen in de provincie voor IPR in aanmerking komen, gebeurt precies dat, wat wij de Bondsrepubliek Duitsland wel eens verwijten, namelijk dat men tegen de buitenwereld zegt dat men geen steun geeft, maar dat hier en daar de Lander wel steun geven.","I don't want to go towards this situation, but I support viewing the Netherlands as a unity, and there are limits to decentralization. || Then we find ourselves in a fragmented situation, and the Netherlands is already a small country. || Then we are in the Seven United Netherlands.","I don't want to go towards this situation, but I support viewing the Netherlands as a unity, and there are limits to decentralization. || If the provinces were indeed to decide which centers in the province qualify for IPR, it would be exactly what we sometimes accuse the Federal Republic of Germany of, namely that they tell the outside world that they do not provide support, but that here and there the states do provide support."
nl.proc.sgd.d.198519860000875.2.8.7,1985-11-14,van Aardenne,,TG1,SW1,1,1,"Het dienstenverkeer dat in de zeventiende eeuw met zeilschepen plaatsvond, komt in wezen en qua mentaliteit ongeveer overeen met de diensten die nu in het westen verricht worden.",Wij hebben gelukkig een zeer gevarieerde economie.,The trade services that took place in the seventeenth century with sailing ships are essentially similar in nature and mentality to the services that are now provided in the West.,"Fortunately, we have a very diverse economy."
nl.proc.sgd.d.198519860000888.2.7.1,1985-12-09,Brinkman,,TG3,SW1,2,2,Het gaat erom dat de musea een actieve rol spelen in de culturele beeldvorming in brede zin. || Het cultuurbegrip is niet beperkt tot de schilders van de zeventiende eeuw of tot oude monumenten.,Het gaat erom dat de musea een actieve rol spelen in de culturele beeldvorming in brede zin. || Het gaat er nu om hoe wij invulling zouden willen geven aan onze verantwoordelijkheid voor het museale bestel.,The point is that museums play an active role in cultural representation in a broad sense. || The concept of culture is not limited to the painters of the seventeenth century or to ancient monuments.,The point is that museums play an active role in cultural representation in a broad sense. || It is now about how we would like to fulfill our responsibility for the museum system.
nl.proc.sgd.d.198519860000897.2.5.7,1986-02-10,Brinkman,,TG1,SW1,4,1,"De schatgraver die onlangs het schip de Geldermalsen heeft kunnen opsporen, heeft 'om niet' de archieven van de VOC kunnen raadplegen. || Het is de taak van de openbare archiefdiensten om wezenlijke informatie over het niet-recente overheidsbeleid te bewaren en voor onderzoek beschikbaar te stellen. || Die zijn doorgaans een aanvullende bron voor historisch onderzoek op de overheidsarchieven, soms zelfs een unieke bron. || De geldende tariefbeschikking van de Rijksarchiefdienst heeft betrekking op het verstrekken van kopieën en films van originele archiefbescheiden, op het verrichten van ambtelijk onderzoek op verzoek van derden en op het gebruik van apparatuur.",De archieven in de bewaarplaatsen zijn openbaar en ze kunnen door een ieder 'om niet' worden geraadpleegd.,"The treasure hunter who recently located the ship Geldermalsen was able to consult the VOC archives for free. || It is the responsibility of public archival services to preserve essential information about non-recent government policy and make it available for research. || They are generally an additional source for historical research on government archives, sometimes even a unique source. || The current tariff decision of the National Archive Service pertains to the provision of copies and films of original archival documents, the conduct of official research at the request of third parties, and the use of equipment.",The archives in the repositories are public and can be accessed by anyone free of charge.
nl.proc.sgd.d.198519860000852.2.5.1,1986-09-10,van der Vlies,nl.p.sgp,TG1,SW1,2,1,"Ik denk niet in de laatste plaats aan de reformatie en de nadere reformatie in de 16e en 17e eeuw, toch zo bepalend voor de wordingsgeschiedenis van onze natie. || Enkele trefwoorden: provocatie van waarden en normen, zo wezenlijk bepalend geweest en nog voor onze samenleving, waarin de christelijke levenshouding zulke diepe sporen trok.","Dat neemt niet weg dat mijn fractie voluit in rechte staat, de overheid — in dezen te beschouwen als regering en parlement — op deze zaken te blijven aanspreken.","I think not least of the Reformation and the further Reformation in the 16th and 17th centuries, which were so decisive for the formative history of our nation. || Some keywords: provocation of values and norms, which has been and still is so fundamentally determining for our society, in which the Christian way of life left such deep marks.",That does not change the fact that my party is fully entitled to hold the government — in this case considered as the cabinet and parliament — accountable for these matters.
nl.proc.sgd.d.198619870000928.20.5.1,1987-06-23,Leerling,nl.p.rpf,TG1,SW1,1,2,"De Goudse pijpen zijn dan ook al sinds de Gouden Eeuw bekend en de nostalgische plaatjes van Van Rossums Troost maken duidelijk, dat de rookgewoonte als honderden jaren in zwang is.","Nu wij inmiddels ook aan de weet zijn gekomen dat niet-rokers gezondheidsschade of in ieder geval grote hinder ervaren als er in de directe omgeving wordt gerookt, is er naar de opvatting van mijn fractie alle aanleiding voor een wetsvoorstel om het gebruik van tabak te ontmoedigen, zoals dat nu voor ons ligt. || Het roken is als gewoonte diep geworteld en sociaal geaccepteerd, zo stelt de memorie van toelichting terecht, of wij dat nu leuk vinden of niet.","The Gouda pipes have been known since the Golden Age, and the nostalgic images from Van Rossum's Troost make it clear that the smoking habit has been in vogue for hundreds of years.","Now that we have also learned that non-smokers experience health damage or at least significant discomfort when smoking occurs in their immediate environment, my party believes there is every reason to propose a law to discourage tobacco use, as is currently presented to us. || Smoking is a deeply rooted habit and socially accepted, as the explanatory memorandum rightly states, whether we like it or not."
nl.proc.sgd.d.198619870000939.6.2.1,1987-09-10,Beckers-de Bruijn,nl.p.ppr,TG3,SW2,2,8,"Maar, mijnheer de Voorzitter, de mensheid heeft intussen wel geleerd dat, waar het om oorlog en vrede gaat, jongensdromen gevaarlijk zijn. || — met een Stingerraketje van grote oogafstand kunnen neerhalen, van een roemruchte traditie — waarin Michiel de Ruyter ons voorging — in het schoonvegen van de zeeën.","Een sfeer van verwachting en dadendrang: Wi m van Eekelen als de Piet Heyn van de twintigste eeuw. Zijn jongensdromen konden nu eindelijk in vervulling gaan. || Daar bleek mij dat de minister van Defensie wel indruk heeft gemaakt in de Hollandse huiskamers, met zijn aanwijsstok, maar vooral met de uitspraak van de admiraal: één fregat is geen fregat. || De minister echter, gisterenmiddag met opgerolde hemdsmouwen voor de landkaart, zag het allemaal veel minder zwart. || Het antwoord van de minister van Defensie op die vraag, dat Iran nog steeds mijnen lijkt te kopen hoe weet hij dat eigenlijk, van zijn Italiaanse collega? || Ik verneem graag de mening van de ministers, van de minister van Buitenlandse Zaken in het bijzonder, over de Amerikaanse politiek in de Golf en over het waarom van de Amerikaanse actie. || De minister van Buitenlandse Zaken was daar gisteren nogal fel over. || Als straks Italiaanse mijnenvegers mijnen van Italiaanse makelij opvegen, kan de minister van Buitenlandse Zaken dat wel pijnlijk noemen, maar hij zal het toch wel met mij eens moeten zijn dat van geloofwaardigheid van de westerse landen die daar. || Ik wil daarop graag de reactie van de minister van buitenlandse Zaken hebben.","But, Mr. Chairman, humanity has learned in the meantime that when it comes to war and peace, boyhood dreams are dangerous. || — with a Stinger missile from a great distance, following a glorious tradition — in which Michiel de Ruyter led us — in clearing the seas.","An atmosphere of anticipation and drive: Wi m van Eekelen as the Piet Heyn of the twentieth century. His childhood dreams could finally come true. || It became clear to me that the Minister of Defense has indeed made an impression in Dutch living rooms, with his pointer, but especially with the admiral's statement: one frigate is not a frigate. || The minister, however, yesterday afternoon with rolled-up shirt sleeves in front of the map, saw it all in a much less negative light. || The Minister of Defense's response to that question, that Iran still seems to be buying mines, how does he actually know that, from his Italian colleague? || I would like to hear the opinion of the ministers, particularly the Minister of Foreign Affairs, on American politics in the Gulf and the reasons behind American actions. || The Minister of Foreign Affairs was quite outspoken about it yesterday. || When Italian mine sweepers clear mines of Italian origin, the Minister of Foreign Affairs may find that painful, but he will have to agree with me that it affects the credibility of the Western countries involved. || I would like to have the response from the Minister of Foreign Affairs on that."
